NAME,VECTOR,APTITUDE
chb15_22,"[array([29.        , 18.85202746,  0.90733775]), array([21.        , 31.96030368,  0.95272218]), array([59.        ,  1.87341753,  0.99053542]), array([85.        , 27.68894484,  0.99113715]), array([23.        , 16.40757412,  0.86387708]), array([33.        ,  0.65962825,  1.09267148]), array([47.        ,  8.09802486,  1.08034394]), array([17.        ,  9.05686811,  0.89460561]), array([43.        ,  5.825893  ,  0.93645508]), array([25.        ,  0.61385038,  1.05750505]), array([77.        , 13.10258705,  0.94868295]), array([15.        ,  0.28797618,  0.9494448 ]), array([43.        , 13.14292885,  0.92519996]), array([51.        , 19.13078369,  0.94669008]), array([25.        , 20.27755359,  0.86041732]), array([85.        ,  0.30023595,  0.95630399]), array([17.        ,  3.75210373,  0.87085197]), array([39.        ,  6.21974625,  1.16957425])]","[8.394565056775933, 5.9002445175450475, 6.07309460968105, 6.857135755443514, 13.209207821463382, 4.149448700309246, 5.297352849069863, 6.627436243403175, 8.257083331509806, 4.4597084067457065, 4.951305201811234, 15.64571252414481, 10.625265027482795, 10.369966801820524, 14.15531813311712, 10.686112841386873, 7.649571897490288, 4.305078007269955]"
chb16_17,"[array([31.        ,  3.15172497,  0.99805364]), array([23.        ,  8.66579892,  0.81181839]), array([39.        , 81.9383424 ,  0.92114755]), array([27.        ,  3.28932252,  0.94996905]), array([17.        , 10.3780818 ,  0.94459959]), array([25.        ,  0.3901141 ,  1.04769119]), array([33.        ,  0.55901276,  1.02046424]), array([57.        ,  2.00406844,  1.0689962 ]), array([25.        , 10.09894352,  0.91956087]), array([39.        ,  1.17885316,  0.9922035 ]), array([27.        ,  6.04818835,  0.98557658]), array([35.        ,  4.79912062,  1.1451093 ]), array([27.        ,  8.61745605,  0.8565059 ]), array([33.        ,  1.77281737,  0.9717811 ]), array([65.        ,  4.1712126 ,  0.93378705]), array([23.        , 12.07620985,  0.91906348]), array([23.        ,  0.67425893,  0.84064672]), array([31.        ,  5.60631157,  0.88239069])]","[7.477621268839498, 9.881718855770494, 0.0, 3.7145866095068176, 7.728642861740842, 5.997328363265437, 3.4152175957531643, 4.117057705596222, 5.604730608872021, 4.048888775974437, 3.8240532153415847, 6.044388916876107, 8.40387024874211, 8.50938968469858, 6.534494607829028, 7.7335093021491765, 11.843915418142103, 5.4224867137775865]"
chb24_03,"[array([23.        ,  3.33785388,  0.97468112]), array([43.        , 14.02392484,  0.96501825]), array([49.        ,  5.02695531,  0.99136709]), array([43.        ,  1.71852708,  1.24768166]), array([35.        ,  8.23288559,  0.91815613]), array([17.        ,  0.75462284,  0.90427116]), array([21.        , 14.93002543,  0.91528033]), array([3.10000000e+01, 1.69739738e-02, 9.16834743e-01]), array([23.        , 15.88235627,  0.93423294]), array([35.        ,  8.0209527 ,  1.04147633]), array([ 7.        , 34.4062633 ,  1.35233972]), array([43.        , 55.98807998,  1.6799936 ]), array([19.        , 20.46993217,  0.89757307]), array([29.        ,  2.47622509,  1.10967487]), array([69.        ,  1.61086419,  1.05938529]), array([19.        , 31.10527667,  1.23926911]), array([61.      , 71.4864  ,  1.105568]), array([47.        ,  8.65690367,  0.9861483 ])]","[6.274029519011373, 2.98721240477556, 2.3827019561085545, 2.2775344193674845, 7.270842868124964, 9.335719724196817, 9.799652432154556, 2.4443994037314836, 9.08111904805512, 5.050263160201107, 0.0, 0.0, 7.620471681662715, 4.04047511276423, 2.779649031255132, 0.0, 0.0, 5.250263350989065]"
chb15_31,"[array([47.        ,  4.82031463,  0.91196989]), array([37.        , 14.16456777,  0.90253344]), array([25.        ,  7.26502698,  0.84375162]), array([41.        ,  4.58958335,  0.9179919 ]), array([23.        ,  7.51849228,  0.86804018]), array([83.        , 10.22556274,  0.96843039]), array([59.        ,  3.06375472,  0.99606904]), array([23.        , 10.50480548,  0.81697981]), array([67.        , 14.19284513,  0.92200052]), array([55.        ,  5.35285249,  0.93944408]), array([21.        , 17.84838423,  0.89402304]), array([39.        ,  1.62581021,  0.90013105]), array([67.        ,  9.17247556,  0.92671712]), array([93.        ,  7.5598882 ,  0.95677047]), array([21.        ,  2.55872111,  0.89183958]), array([63.       ,  2.157539 ,  0.9869032]), array([33.        ,  8.82099262,  0.91663758]), array([29.        ,  6.6800313 ,  0.88267295])]","[15.399523150390756, 13.716549778436324, 18.12646605823278, 16.527313753552278, 15.675893514239105, 11.019128459976425, 13.958149989827703, 17.17576013460992, 12.14010113771578, 12.609945014377622, 12.049692678815438, 15.843510819006925, 10.611820024478348, 9.807813755760984, 16.975033329696544, 13.86146726735724, 14.717150256173213, 15.726817326442236]"
chb13_60,"[array([37.        , 60.48072159,  0.95823572]), array([57.        ,  0.39456457,  0.9974795 ]), array([21.        ,  2.4151812 ,  0.93092463]), array([67.        ,  1.39652216,  1.01104775]), array([67.        ,  8.19528451,  0.95195026]), array([19.        , 39.89955628,  0.83800134]), array([21.        , 15.30725475,  1.05977891]), array([23.        ,  1.62679512,  0.96620859]), array([15.        , 32.24517384,  0.92673608]), array([27.        ,  5.55220354,  0.92888568]), array([19.        ,  1.07543312,  0.88522728]), array([59.        , 14.81451219,  0.98395924]), array([55.        ,  3.01115285,  0.82760249]), array([21.        , 16.01002943,  0.96785759]), array([15.        ,  1.40156443,  0.89119061]), array([35.        , 19.65100081,  0.99732645]), array([13.        ,  2.14893628,  0.81186827]), array([21.        ,  0.4496328 ,  1.01808848])]","[4.325877460806107, 10.361904205807381, 14.249875618672514, 8.494467327179441, 4.01368396744936, 8.917128848470597, 9.292005564766715, 13.64075683361581, 14.234792385263583, 5.238230025404801, 5.219409991226525, 8.587935844892456, 2.651225299441114, 12.888684931995737, 12.877581941845424, 7.993076755161514, 6.57712679769168, 5.362719104116907]"
chb05_06,"[array([65.        ,  0.16194233,  0.96463944]), array([51.        ,  0.27090708,  0.97090103]), array([21.        , 15.90924203,  0.9001147 ]), array([19.        , 14.79904672,  0.90217457]), array([81.        ,  2.69571792,  0.96834474]), array([33.        ,  3.31772206,  0.94060428]), array([75.        , 35.54690297,  0.89393876]), array([21.        ,  8.89265789,  0.90115922]), array([59.        ,  1.92785221,  0.94178397]), array([23.        ,  5.98511324,  0.9763491 ]), array([23.        ,  3.56403306,  0.96284349]), array([19.        ,  1.87660926,  1.01971218]), array([37.        ,  0.39238276,  0.9298087 ]), array([39.        ,  5.69541952,  0.96961059]), array([39.        ,  8.97843501,  0.89424199]), array([53.        ,  8.28834777,  1.05079623]), array([41.        , 12.21458925,  1.01907848]), array([45.        ,  2.72545973,  1.06051926])]","[8.751475257484923, 8.525640171809302, 12.108605909141303, 11.055359132708224, 6.336847026635663, 12.156895346744676, 0.0, 12.614021181740467, 8.6320532951179, 11.238419907944824, 9.30613794253795, 9.866325326762022, 11.4306313670122, 11.103480293865966, 6.520360258601826, 7.496822437921169, 6.772104459297824, 7.909710741292958]"
chb15_06,"[array([19.        , 10.36170363,  1.05880343]), array([35.        , 25.80986564,  0.91641671]), array([11.        ,  7.61366515,  0.87557931]), array([49.        , 24.73881611,  0.96127603]), array([31.        ,  9.67447013,  0.90499617]), array([17.        ,  2.43750785,  0.99540218]), array([19.        , 20.85424266,  0.97958822]), array([21.        , 42.24627672,  0.96003898]), array([29.        , 15.32693776,  0.98412881]), array([19.        , 14.69113118,  0.80922185]), array([29.        ,  9.58759555,  1.04070591]), array([45.        ,  7.87571083,  0.98299036]), array([13.        , 34.41228772,  0.83210233]), array([23.        , 14.36160323,  0.94706293]), array([11.        ,  1.13830207,  0.87976002]), array([57.        ,  2.66789679,  0.91914881]), array([77.        ,  2.29580406,  0.9727297 ]), array([21.        , 15.84084769,  0.85352082])]","[8.503688504963979, 8.005966080234481, 13.247063166099228, 6.8505943430544844, 10.889556331221774, 11.085106675818711, 8.656638985915533, 6.181104469098594, 8.1615909866262, 9.496991114254843, 8.230022256787478, 6.974894090204669, 8.165708942058824, 9.699432270690169, 8.160411522303312, 5.103190697047324, 8.21115850092096, 7.651582747656769]"
chb20_12,"[array([49.        ,  0.48486477,  0.96461612]), array([27.        , 13.24328869,  0.97268445]), array([21.        , 19.83373068,  1.04981477]), array([11.        ,  0.51320726,  0.9225195 ]), array([7.70000000e+01, 7.76389733e-03, 1.63347040e+00]), array([17.        ,  5.96872806,  0.91194414]), array([11.        ,  6.31329333,  0.91897628]), array([15.        , 15.59479809,  0.94375388]), array([11.        , 10.11564875,  0.80419477]), array([47.        ,  2.61778466,  0.86131101]), array([83.        ,  1.87229305,  1.08627443]), array([49.        ,  0.29813295,  0.97048772]), array([77.        ,  1.95571246,  1.27988063]), array([15.        , 23.92722774,  0.90307168]), array([23.        ,  2.15321163,  0.92987606]), array([13.        , 23.22208387,  0.90374742]), array([29.        , 38.37524239,  0.91363596]), array([89.        ,  1.29632   ,  1.57756652])]","[2.4072702279650966, 5.224730871601956, 4.902186739715997, 10.238452366665083, 4.033343481150631, 7.629784314358373, 8.372501376315546, 8.21913711326194, 6.193018989307073, 2.781579804621149, 4.039396414358692, 5.622073147906318, 3.44065854668633, 6.471500248714557, 6.4882507357325085, 10.713466593626869, 3.2591844357363193, 1.9996769976433162]"
chb02_16,"[array([25.        ,  3.33181157,  0.81322087]), array([73.        , 14.47259332,  0.91084435]), array([59.        ,  2.70456087,  0.90741186]), array([37.       ,  7.4576049,  1.0478059]), array([33.        ,  6.66913736,  1.07176745]), array([3.70000000e+01, 2.62134135e-02, 1.41957818e+00]), array([49.        ,  0.28830694,  0.9765925 ]), array([31.        ,  6.826816  ,  0.91278427]), array([21.        ,  2.22054546,  0.83823077]), array([55.        ,  7.42650029,  1.25408921]), array([61.        , 17.07482648,  0.97953571]), array([47.        ,  0.94226339,  0.89799215]), array([51.        ,  0.4051198 ,  1.21856622]), array([21.        , 10.16843001,  0.90232474]), array([25.        , 10.10309055,  0.93463934]), array([55.        ,  2.14691623,  1.30540652]), array([31.        ,  2.88831737,  1.06293319]), array([27.        ,  0.16111364,  1.31377684])]","[7.90623928129969, 2.3239636624643083, 5.893883801228382, 3.199178810435593, 4.3026867279647725, 4.378828570130679, 7.785135779750405, 5.07290442904849, 7.523264226207276, 1.9839870429602615, 0.0, 3.45850674106645, 3.030513031145685, 8.827691737544216, 7.698114925926226, 4.0544110831046645, 1.9953315008896457, 6.0585673814083165]"
chb16_10,"[array([35.        ,  8.30674706,  0.90461068]), array([101.        ,   4.86262615,   0.9669375 ]), array([25.        ,  4.00984846,  0.95124112]), array([85.        , 17.89021815,  1.01115256]), array([39.        ,  9.47444231,  0.93901506]), array([43.        ,  8.84807539,  1.04981659]), array([31.        , 12.5942352 ,  0.99350749]), array([27.        , 19.19676311,  0.98059147]), array([27.        ,  2.52102524,  0.97608013]), array([75.        ,  0.84352299,  0.97771456]), array([39.        ,  1.72914205,  1.02014911]), array([27.        ,  3.94325887,  1.15422431]), array([19.       , 18.8290506,  0.8917766]), array([75.        , 19.82994547,  0.94519371]), array([61.        , 13.15146865,  0.9392712 ]), array([29.        ,  3.856828  ,  1.05064962]), array([29.        ,  6.67432441,  0.95128544]), array([65.        , 15.12784169,  0.94756233])]","[12.31929009126868, 9.858828114152207, 19.475627364038182, 10.80734344032747, 13.293142273287062, 10.195065109658998, 5.652882077801919, 3.5952058195718406, 12.484010571767413, 5.037325245523203, 2.2147164035746596, 3.787308044383964, 12.63188770649312, 11.595770951866918, 13.99326982419819, 12.325036330235896, 9.904079772539982, 6.455186623238718]"
chb01_04,"[array([19.        , 10.47649573,  0.93699656]), array([43.        , 20.75670537,  0.96327449]), array([13.        ,  0.08311647,  0.97229046]), array([15.        , 12.09426021,  0.91574451]), array([69.        ,  8.92480626,  0.94604865]), array([17.        ,  4.80725666,  0.80004059]), array([19.        ,  2.12068636,  0.98243018]), array([43.        ,  3.04160452,  0.99360324]), array([19.       ,  0.921585 ,  0.9185221]), array([17.        ,  1.70127927,  0.95189679]), array([17.        ,  1.02127189,  0.90361827]), array([39.        ,  4.30084481,  0.94326356]), array([53.        ,  6.80306737,  1.0208173 ]), array([29.        , 11.88017722,  1.01893375]), array([33.        ,  0.33979158,  0.83755994]), array([55.        ,  3.24502944,  0.94582008]), array([29.        ,  6.75112985,  0.88716009]), array([57.        , 28.74269991,  0.95913944])]","[15.355048957844502, 13.625081902846022, 12.84311429855444, 13.990144866613193, 10.899057788557748, 15.607162755281397, 9.319540562665004, 13.661353527790045, 16.733643272424892, 13.259395185818137, 13.651160204595392, 14.830341902117652, 11.566112851588667, 11.976340189929314, 6.7368172903553605, 13.625413410260789, 17.019381708732176, 10.023914391526692]"
chb12_11,"[array([45.        , 11.44514505,  0.94473719]), array([63.        ,  2.25656127,  0.94284572]), array([41.        ,  7.43525717,  0.92833896]), array([33.        , 18.16025393,  0.89900523]), array([25.        ,  7.77393653,  0.89783957]), array([91.        , 20.62143197,  0.96215667]), array([93.        ,  1.03351638,  0.97466725]), array([45.        ,  4.86248664,  0.93759905]), array([45.        ,  2.51881936,  0.96502613]), array([31.        ,  0.61202956,  0.91751846]), array([77.        , 97.40767486,  0.88838768]), array([29.        , 22.32869795,  0.89404152]), array([17.        ,  2.65924966,  0.81891487]), array([19.        , 31.78665573,  0.88574159]), array([35.        , 11.72313205,  0.91154427]), array([31.        , 18.19439266,  0.90240405]), array([19.        , 20.01658403,  0.88301862]), array([21.        , 16.46964727,  0.85746382])]","[12.969603450485954, 12.504325467011636, 13.085042356012025, 14.178813595887764, 14.578327093815822, 8.925145921034106, 10.710291677873613, 14.552724400252599, 13.872841900781914, 14.136653187952435, 0.0, 12.873954761279357, 17.808259760849275, 10.122566348443303, 16.666496224641612, 13.565782720171438, 10.506876728054843, 12.41254115916001]"
chb16_18,"[array([21.        ,  5.96977947,  0.91861829]), array([35.        ,  1.5747597 ,  0.95167974]), array([53.        , 14.77565092,  0.89790787]), array([45.        ,  5.42889713,  0.97838662]), array([79.        ,  0.31289353,  0.97658801]), array([25.        ,  6.06938066,  0.94627613]), array([25.        ,  1.03492628,  0.9240278 ]), array([31.        , 11.21186991,  1.06910511]), array([21.        , 12.50659973,  0.86115517]), array([21.        ,  5.87154781,  0.92940725]), array([31.        ,  6.52349125,  0.99840591]), array([41.        , 43.22921963,  0.84644711]), array([19.        ,  0.9118353 ,  0.87667965]), array([25.        ,  4.86290763,  0.82445668]), array([27.        , 18.03141442,  0.80855766]), array([23.        , 12.22851132,  0.93686462]), array([39.        ,  1.61613409,  0.93698572]), array([25.        ,  2.21562623,  0.91346857])]","[12.043893660065322, 10.168953605682574, 9.563207569063497, 11.25477178233121, 7.353061546950855, 13.168131115629063, 6.809956015681565, 7.636966263211821, 10.654991926778962, 11.73397211866975, 10.752205783035622, 0.0, 12.554180707871565, 8.977745649590474, 9.11615609881757, 13.373527559234688, 11.56169126855887, 12.288303163924565]"
chb21_21,"[array([81.        ,  9.14994955,  0.95773512]), array([69.        , 13.46255196,  1.00301416]), array([27.        ,  1.75283239,  0.94052824]), array([29.        , 10.49801765,  0.97401263]), array([21.        , 26.50821213,  0.89132697]), array([73.        ,  2.6318468 ,  1.06247718]), array([55.        ,  3.48502257,  1.08565017]), array([69.        , 54.41618137,  0.99807196]), array([25.        , 10.16047954,  0.89458737]), array([33.        ,  1.32286143,  0.92565784]), array([55.        ,  0.21433307,  1.07205938]), array([33.        , 11.05974689,  1.04554982]), array([49.        ,  8.69903445,  0.97230532]), array([27.        ,  7.61901693,  0.89832846]), array([19.        , 15.24869492,  0.9984205 ]), array([83.        ,  1.85714265,  1.0437514 ]), array([ 9.        , 11.03138233,  1.27069549]), array([15.        , 42.46455543,  1.3709418 ])]","[9.616038638758223, 7.7841816811445685, 3.873769613646036, 8.072869199957013, 12.089024334349087, 3.0660959333220443, 3.346250963819622, 0.0, 17.725356114193772, 3.234006021708607, 2.5547740695308754, 8.81895226815822, 10.344025865619464, 18.303600193100003, 15.797721330456296, 9.887131031379605, 0.15402544398078155, 0.0]"
chb12_38,"[array([71.        ,  5.36930114,  0.97898842]), array([37.        ,  2.78117612,  1.03514185]), array([33.        ,  7.41500981,  1.00075804]), array([85.        ,  8.61743368,  0.99437274]), array([29.        , 14.94310748,  0.99763811]), array([85.        ,  0.5437307 ,  1.01417359]), array([23.        ,  4.85499282,  0.94530001]), array([27.        ,  0.44233629,  0.94120932]), array([19.        ,  6.11584676,  1.0919407 ]), array([55.        ,  0.68917998,  0.99978175]), array([23.        , 21.07515634,  0.85109144]), array([43.        ,  2.83408804,  0.93055116]), array([31.        ,  7.25613236,  1.0174294 ]), array([21.        , 12.6671074 ,  0.97764148]), array([39.        , 11.70826596,  0.89856369]), array([21.        ,  0.86029369,  0.82938688]), array([31.        ,  5.67685609,  0.97607882]), array([37.        ,  7.96558213,  0.92744857])]","[4.112500669882096, 4.931299188219321, 11.415131166530085, 9.745018826226385, 8.550878452106254, 10.175774936765311, 11.46328731344278, 9.59823628619131, 6.2465484749888365, 7.941693716463027, 15.980903266641969, 9.910355602520548, 4.392631871026473, 7.306497919942478, 7.0607207114869075, 17.66272538591242, 15.080812247734258, 17.3480963427308]"
chb24_09,"[array([83.        ,  0.83118237,  0.9948113 ]), array([29.        , 12.76115407,  0.92276776]), array([25.        ,  6.85993124,  0.83899586]), array([21.        ,  5.23640264,  0.94586938]), array([35.        , 11.46239797,  0.89543666]), array([67.        , 94.50958048,  0.86683884]), array([23.        , 34.13481496,  1.03927067]), array([19.        , 15.75649777,  0.92720504]), array([29.        ,  7.92715634,  0.89675535]), array([91.        ,  0.87918609,  1.01525211]), array([27.        ,  6.69145956,  0.83542947]), array([31.        ,  3.85026591,  1.0331755 ]), array([19.        , 14.22750602,  0.92599683]), array([71.        ,  0.18000446,  0.96479421]), array([43.        , 13.153598  ,  1.00185708]), array([63.        , 10.08787623,  0.97520668]), array([21.        ,  5.33875614,  0.96903422]), array([17.        ,  6.79045537,  0.89279648])]","[4.1818260189994625, 17.94544990479325, 5.491080994839511, 6.2166946568977535, 15.569284373824807, 0.0, 0.14258758167608632, 13.390850629094642, 18.944302502876337, 10.190781820067564, 3.9111290205209848, 6.75366586664599, 14.467394922620066, 5.8484193106639495, 6.156997202795008, 6.676461794216535, 12.358339222332816, 8.447109331992442]"
chb21_20,"[array([71.        ,  8.98346853,  0.94761812]), array([55.        , 15.76547307,  0.93197059]), array([25.        ,  4.07286768,  0.80220917]), array([73.        ,  2.0452663 ,  1.00694684]), array([47.        , 22.59430008,  0.90881368]), array([25.        ,  4.92182385,  0.98772717]), array([51.        , 79.81472   ,  1.01127526]), array([31.        , 45.18404067,  0.91733821]), array([27.        , 13.97025103,  0.87876813]), array([25.        , 12.03157438,  0.91284045]), array([33.        ,  9.43473144,  1.07677517]), array([31.        , 11.37659912,  1.00717648]), array([95.        , 19.2657184 ,  0.95264787]), array([15.        ,  2.01373104,  0.80533247]), array([29.        ,  6.77566287,  1.02202366]), array([41.        ,  1.06155052,  0.9244319 ]), array([57.        ,  3.03607008,  1.07351179]), array([9.70000000e+01, 1.60456838e-02, 8.13630750e-01])]","[9.618996727986202, 11.486592761493334, 11.351437225821142, 15.843884023886329, 8.855863565690283, 7.055772163734895, 0.0, 0.0, 17.786550037562623, 6.4185467479308524, 8.388456401659106, 12.95571466945981, 13.1467400497933, 19.52796525023406, 16.058691182978897, 9.065879334054216, 5.22743141682178, 3.0980926492829495]"
chb13_19,"[array([55.        , 23.691298  ,  0.92939052]), array([65.        ,  0.72382276,  0.99081326]), array([27.        ,  9.78574422,  0.81501319]), array([99.        ,  5.23892737,  0.95451707]), array([79.        ,  7.78036079,  0.95351092]), array([29.        ,  7.56893152,  1.14078629]), array([35.        ,  2.62928287,  1.22552427]), array([33.        ,  6.10272127,  0.96246647]), array([93.        , 21.07915305,  0.94598949]), array([61.        ,  6.72350508,  0.8836545 ]), array([27.        ,  6.17701729,  1.03629825]), array([23.        ,  5.55882286,  1.10013726]), array([33.        ,  4.26371981,  0.89752055]), array([71.        ,  5.46218998,  0.95972885]), array([29.        ,  2.35936747,  1.01862444]), array([95.        ,  0.55317978,  0.95375666]), array([13.        , 84.9064864 ,  1.55208513]), array([63.        ,  1.10174085,  0.9087047 ])]","[12.689565923537518, 11.857058400745046, 15.486461889360672, 11.027361103450817, 13.067518299346483, 5.748356558858742, 3.221148071212882, 5.133159742203697, 11.568511497283154, 4.057874579854566, 4.8186103420826365, 7.801195509424879, 17.447816273695512, 7.298538895225906, 15.858589551381215, 14.235540995614851, 0.0, 2.0418422966427983]"
chb24_07,"[array([43.        , 36.84310052,  1.05191123]), array([15.        ,  9.88901506,  0.92905588]), array([7.        , 8.6390433 , 1.00644478]), array([1.70000000e+01, 6.04461082e-03, 9.37056929e-01]), array([19.        ,  8.75808715,  1.19050503]), array([11.        , 34.57850143,  0.90335637]), array([3.10000000e+01, 5.56180529e-03, 1.67810994e+00]), array([21.        ,  9.49023884,  1.04761285]), array([33.        , 11.8157011 ,  1.84952996]), array([37.        , 14.50725175,  1.02056607]), array([19.        ,  7.24054784,  0.94719699]), array([3.30000000e+01, 6.64609077e-03, 1.75283917e+00]), array([35.        ,  1.25777189,  1.74537591]), array([15.        ,  0.71884368,  0.82659896]), array([ 7.        , 15.46012219,  1.01323499]), array([37.        , 12.11533048,  0.8591427 ]), array([13.        , 18.35648965,  0.88466845]), array([33.        ,  0.20465413,  1.6397981 ])]","[0.0, 5.746471978047897, 4.139909716300699, 3.8178011485557404, 4.329376665157362, 5.908375392216952, 4.145309679796389, 1.0765891625462078, 1.891300213422529, 0.9425957732955893, 6.257675594550609, 5.496140024382169, 2.822637670835975, 5.992345070942128, 4.359526133992033, 0.9743958749640371, 6.310546184905697, 4.740708555667509]"
chb08_13,"[array([19.        ,  6.43055665,  1.02575467]), array([27.        ,  5.64442169,  0.98150284]), array([45.        , 12.55927492,  0.92777229]), array([47.        ,  2.2092232 ,  0.92813005]), array([21.        ,  0.99612707,  0.9597757 ]), array([15.        , 14.77409633,  0.86939206]), array([17.        ,  4.56215981,  1.03933782]), array([33.        , 10.35736697,  0.95866334]), array([55.        ,  9.00976852,  0.99667914]), array([97.        ,  7.03206511,  0.89316738]), array([97.        ,  4.98806433,  1.02263502]), array([51.        ,  9.0691171 ,  1.00889596]), array([77.        ,  5.88931433,  1.01582526]), array([17.        , 20.57687977,  0.99265415]), array([77.        , 10.59415555,  1.01793531]), array([27.        , 16.83258798,  0.83859307]), array([25.        ,  6.37495272,  0.99691429]), array([85.        ,  9.4624632 ,  1.01383258])]","[10.827398742285393, 15.326157531642055, 10.868307526064772, 12.664599077731229, 16.389025154100462, 15.23093402108551, 6.358885706378246, 7.748394012755888, 4.966985707744856, 2.727765463818097, 7.384030571124578, 12.791309685805425, 7.1158285051951005, 11.11027938801936, 11.687101387962528, 6.03494225166084, 5.022511910297661, 5.996041556527213]"
chb06_01,"[array([25.        ,  0.90347817,  1.01145606]), array([39.        ,  7.40024435,  0.93504424]), array([85.        , 11.83323444,  1.00312881]), array([17.        ,  6.44831556,  0.91330986]), array([29.        , 13.60674623,  0.93829582]), array([19.        ,  7.40431109,  0.93860508]), array([49.        ,  2.28397683,  0.95793442]), array([81.        ,  6.01924526,  0.96139177]), array([55.        ,  2.81589184,  1.0115343 ]), array([23.        ,  1.82561337,  0.90956033]), array([23.        , 10.92109156,  1.00043491]), array([27.        , 24.70636524,  0.8954454 ]), array([55.        , 11.05697371,  0.95282831]), array([15.        ,  0.76174857,  0.963519  ]), array([33.        ,  7.63842815,  0.96097417]), array([29.        ,  4.0831264 ,  0.90918907]), array([17.        , 10.49439572,  0.94966383]), array([19.        ,  2.53175086,  0.93843155])]","[4.687759137353759, 5.1903627628031535, 9.786900763224214, 16.613919499406553, 8.38271993379237, 14.391375925425688, 13.212176598695875, 10.782714330131192, 10.515856938735963, 16.735575464067367, 10.621808799900059, 15.768010015221085, 8.950561884911203, 12.368536699400847, 15.56784974333825, 19.04309075047265, 14.862303603815427, 10.399124876850301]"
chb15_10,"[array([101.        ,   0.91764371,   0.97431306]), array([93.        , 26.01894503,  0.95324093]), array([43.        , 22.03922809,  1.0248615 ]), array([71.        , 13.69647992,  1.01367178]), array([61.        , 11.46205396,  0.91846288]), array([71.       ,  2.5154959,  1.0252355]), array([33.        ,  0.21227987,  0.91185682]), array([35.        ,  3.78067634,  1.03655574]), array([47.        , 10.8864047 ,  0.91936236]), array([37.        ,  3.99651075,  0.98890924]), array([55.        , 95.82226886,  1.00971507]), array([27.        ,  0.97297363,  0.99883343]), array([27.        ,  3.31464949,  0.93196262]), array([25.        ,  6.26339573,  0.87155536]), array([25.        , 10.08363006,  1.01300703]), array([43.        ,  5.39078177,  0.89313646]), array([55.        ,  5.35122585,  0.90886907]), array([13.        , 16.60434918,  1.20590731])]","[7.46382972942381, 7.165033993033282, 5.187819324947396, 5.839941260523982, 11.038946894710634, 10.693726994242581, 4.755209024588623, 9.397380362474262, 11.545266564739663, 12.710977811207707, 0.0, 9.716756545170172, 12.570265459984672, 13.411690180496684, 10.150629652626396, 5.852229604483555, 7.798377366458683, 3.5882544908339686]"
chb05_22,"[array([19.        ,  9.67563324,  0.86004703]), array([61.        , 10.86685108,  0.93756437]), array([29.        , 10.0528017 ,  0.92323324]), array([45.        , 60.74194164,  0.95254997]), array([55.        ,  0.83354072,  0.97162524]), array([59.        , 14.52893397,  0.94785556]), array([35.        , 22.18972964,  0.97015109]), array([81.        ,  3.7886709 ,  0.95897768]), array([27.        ,  4.33205203,  0.9417443 ]), array([67.        ,  1.37277878,  0.98809615]), array([31.        , 11.98929986,  1.01806954]), array([21.        , 13.35607119,  0.84478194]), array([27.        ,  5.73163089,  0.93969393]), array([35.        ,  4.75287563,  0.97614401]), array([41.        ,  3.29749275,  0.97660629]), array([29.        ,  6.87230305,  0.8604306 ]), array([57.        ,  8.90850755,  0.96507199]), array([29.        ,  7.88724685,  1.02185198])]","[18.6372392905125, 4.748202658083586, 15.378992305495718, 0.013271354457160258, 14.68452021502811, 10.201088463514512, 12.699378039328257, 14.298121096507197, 17.63554524738133, 10.711820450564923, 11.835930623954189, 18.691544437476864, 15.414389898059525, 15.39405201866661, 15.195799056340295, 9.968180304478363, 14.381369571798261, 11.799198792576666]"
chb01_16,"[array([97.       ,  5.6091797,  1.0338023]), array([23.        , 99.78600546,  1.22573871]), array([65.        ,  5.92809159,  1.1033471 ]), array([25.        ,  6.25738112,  0.85700079]), array([89.        ,  1.11653839,  0.93112962]), array([21.        ,  7.46390958,  1.01407262]), array([15.        , 13.87697341,  1.15824557]), array([21.        , 12.80436273,  1.13014949]), array([17.        ,  3.00622433,  0.90267211]), array([13.        ,  2.35883273,  0.99226558]), array([21.        ,  1.79239672,  1.10043022]), array([85.        ,  5.85156506,  0.96600417]), array([25.        , 13.13969589,  1.06446817]), array([31.        ,  3.20238593,  0.86292582]), array([51.        ,  0.33085024,  1.09030525]), array([17.        , 15.03479578,  0.80130564]), array([29.        ,  0.93724342,  1.01558621]), array([21.        , 15.00799268,  0.91800166])]","[6.802430179311961, 0.0, 3.916690895367154, 2.900205899747423, 3.952255444669912, 7.274626743569328, 4.347531292158341, 6.0915132222166015, 6.326038931460389, 10.675341059929826, 5.98244090286267, 9.551689869833321, 7.8693683840334, 4.031378975859784, 4.547400946992464, 7.5895615464145925, 10.21873629100944, 6.902370844034085]"
