NAME,VECTOR,APTITUDE
chb18_09,"[array([85.        ,  1.81702052,  1.00715248]), array([23.        , 12.40893974,  0.90227846]), array([13.        , 13.18001657,  0.82308463]), array([49.        ,  4.26572133,  0.97257237]), array([43.        , 27.34597384,  0.91600917]), array([51.        ,  6.10008684,  0.93482238]), array([25.        ,  7.57827159,  0.96519363]), array([51.        , 17.50316433,  0.95406009]), array([23.        , 12.79374703,  0.96854371]), array([11.        , 32.05704157,  0.82947722]), array([17.        ,  0.24640093,  0.84950497]), array([43.        , 80.48989992,  0.91803968]), array([21.        ,  1.29310571,  0.98053886]), array([71.        ,  0.80347525,  1.02183344]), array([69.        ,  2.75230165,  1.01133236]), array([27.        ,  4.5897333 ,  0.99129022]), array([23.        , 29.16353806,  0.93015122]), array([63.        ,  5.25768842,  0.94647972])]","[9.80771042517474, 16.606176938125408, 11.986968394411381, 12.921021700368378, 9.535155444141875, 12.535333823628447, 14.25187807465722, 9.296194230148663, 11.406372611342102, 7.881783898562138, 7.544450080794654, 0.0, 9.326576360733291, 7.724424222512512, 9.936304708347311, 13.782244675155685, 9.538411537571754, 12.454445346726395]"
chb15_01,"[array([27.        , 19.73729736,  0.87499052]), array([27.        ,  4.58282047,  0.87777023]), array([15.        ,  7.88062801,  0.85251353]), array([21.        , 14.65471647,  0.92504396]), array([83.        ,  5.67606829,  0.95444181]), array([29.        ,  4.97633901,  1.01176299]), array([85.        ,  7.96569506,  0.96646782]), array([37.        , 12.39698941,  1.0217826 ]), array([75.        ,  8.43595194,  0.95340136]), array([73.        , 24.54688186,  0.92915849]), array([29.        ,  5.26623999,  1.02803411]), array([23.        ,  9.80385263,  0.92838354]), array([15.        , 10.73202769,  0.83843706]), array([21.        ,  2.51048997,  0.84932665]), array([51.        ,  3.027208  ,  0.95280341]), array([29.        ,  4.64825548,  1.00429901]), array([79.        ,  0.90414198,  0.9963555 ]), array([67.        ,  6.97242918,  1.06270729])]","[7.147369251255352, 11.315188187999905, 12.526513752450033, 13.634925725533101, 12.876987491717875, 10.339801969286711, 3.797386802250612, 7.133420858291638, 11.960735025843812, 8.421510754271404, 9.297084701796333, 9.849877768960551, 13.299313908337977, 16.12553838585419, 13.559948747330019, 11.03120089437969, 8.806144062183767, 6.668045215416667]"
chb11_25,"[array([23.        , 16.35863707,  1.02231858]), array([41.        ,  4.83064014,  0.92408094]), array([53.        , 26.22862443,  0.91205213]), array([85.        , 10.24800783,  0.98581366]), array([23.        , 19.78537585,  0.95422479]), array([63.        ,  7.89624902,  1.05301153]), array([19.        , 19.33404213,  1.1173399 ]), array([27.        ,  0.66396528,  0.99184128]), array([21.        , 14.86560303,  0.94832855]), array([53.        ,  6.87648834,  0.93015134]), array([33.        ,  1.99897189,  0.9511971 ]), array([77.        ,  3.74705451,  0.96419376]), array([47.        , 14.97757903,  0.9406799 ]), array([59.        ,  2.88677522,  0.96449941]), array([71.        ,  0.47407419,  1.03842783]), array([49.        ,  4.45135342,  0.99814576]), array([49.        , 10.25489324,  1.06833452]), array([95.        ,  2.38430321,  1.0124855 ])]","[9.916991284726805, 12.502583433543247, 0.1347021059732798, 3.7759873790270864, 12.883697689954285, 7.2974271426042145, 1.0872172078754658, 3.9910148338977636, 13.263567904802155, 3.2381540814390064, 3.961511046094029, 3.8220782290254656, 7.252075421957152, 14.256479434114231, 7.123188248868367, 3.9982056298050637, 3.8983167919662054, 2.8555064658120575]"
chb21_30,"[array([25.        ,  8.80063038,  0.9290422 ]), array([19.        ,  3.07413676,  1.03170909]), array([11.        , 12.80092503,  1.00046304]), array([45.        , 17.48859608,  0.98136379]), array([19.        , 28.65838643,  0.89735679]), array([39.        ,  5.41250329,  1.14784698]), array([47.        ,  1.71969434,  0.86692554]), array([99.        ,  1.36833316,  1.03556073]), array([17.        , 70.76769491,  0.88361222]), array([39.        ,  0.06878198,  0.8943195 ]), array([69.       , 53.11584  ,  1.1914688]), array([43.        ,  2.33069499,  1.01340085]), array([81.        , 13.51553191,  0.95270981]), array([27.        ,  6.7949684 ,  0.94516966]), array([27.        ,  2.54278057,  1.03087041]), array([25.        ,  8.59226385,  0.84103958]), array([17.        , 44.94595324,  1.57726896]), array([ 5.        , 73.82520551,  1.50791491])]","[13.912709945706688, 12.173047187978703, 12.262782767742786, 9.608670873307188, 10.755863971093662, 4.103199509802609, 1.685514515420525, 2.976464480138961, 0.0405741214257576, 2.0959829497566105, 0.0, 2.966672463320959, 10.451199788194366, 8.285862602322268, 6.0252158743310735, 16.115878177925108, 0.0, 0.0]"
chb22_23,"[array([29.        ,  1.71041425,  0.97346542]), array([27.        , 11.20334904,  0.87544114]), array([21.        ,  1.02014219,  0.84503152]), array([11.        , 54.51298062,  0.91798974]), array([33.        , 18.3322713 ,  0.91149898]), array([27.        ,  7.57289785,  1.0178584 ]), array([75.        ,  1.91865223,  1.00459601]), array([27.        ,  9.00536061,  0.97533568]), array([29.        ,  3.19266392,  0.91569714]), array([53.        ,  3.72607068,  1.01597513]), array([21.        , 82.07193446,  1.41684662]), array([75.        ,  1.18768773,  1.07287868]), array([31.        ,  3.05313969,  0.94716851]), array([27.        , 91.64066493,  0.9642546 ]), array([17.        , 10.77464388,  0.94243262]), array([31.        , 11.96522028,  1.08348308]), array([47.        ,  1.92637243,  0.87627035]), array([65.        ,  5.36230631,  1.04243855])]","[12.955360354349255, 10.050510787617421, 9.023868196113662, 0.014614874505990801, 12.097740411582652, 6.435497293894605, 2.5085163592670296, 3.3033694674470078, 14.895039312752619, 9.25779033540751, 0.0, 7.057213310701654, 12.754865443842736, 0.0, 13.85801390322419, 10.027680821272646, 3.537247005950079, 3.8679734805907886]"
chb14_13,"[array([23.        ,  8.37078117,  0.87472968]), array([27.        , 10.86401746,  0.944809  ]), array([53.        ,  2.9538146 ,  0.95409759]), array([49.        ,  0.65134171,  0.94991766]), array([17.        ,  5.78355431,  0.86011952]), array([39.        , 17.91698437,  0.94636769]), array([57.        ,  4.41275305,  0.95269878]), array([23.        , 30.13902848,  0.87133248]), array([35.        , 16.73869887,  0.91762171]), array([39.        ,  9.19855736,  0.92072307]), array([59.        ,  4.42619297,  0.95746964]), array([89.        ,  1.57024505,  0.96317456]), array([19.        ,  4.61847923,  0.98847962]), array([15.        ,  5.9321455 ,  0.89785129]), array([37.        , 17.19184408,  0.93353586]), array([23.        ,  3.18990332,  0.89547603]), array([17.        ,  7.45762545,  0.85000501]), array([63.        , 42.60529142,  0.96592313])]","[5.383736718929867, 14.198361499059882, 13.781503722367173, 14.815923753638865, 14.673372201150112, 12.812937856856657, 13.184461339499665, 12.390631580242914, 13.764957286620966, 13.926634096195869, 12.23643002307968, 11.812719188559068, 11.870112179178456, 11.468784946036605, 14.239566254679302, 16.160489240838647, 17.314228711921515, 3.4895717562216024]"
chb14_39,"[array([39.        ,  9.03886418,  1.00695325]), array([23.        , 11.17210953,  0.98248777]), array([65.        ,  0.84116043,  0.99719782]), array([15.        ,  6.18305728,  0.8202427 ]), array([59.        ,  4.69019288,  0.94019837]), array([45.        ,  7.31993299,  0.94721865]), array([15.        , 25.56957404,  0.92774385]), array([43.        ,  0.63661026,  0.96737302]), array([21.        , 41.203448  ,  0.86407092]), array([37.        ,  8.99341313,  0.92607755]), array([35.        ,  8.08113169,  0.91910712]), array([33.        ,  3.55232829,  0.94447175]), array([35.        , 10.85179756,  1.02862313]), array([33.        ,  8.34222375,  0.95177276]), array([23.        ,  8.90740497,  0.95719505]), array([21.        ,  3.25038586,  0.99450662]), array([33.        ,  2.98243887,  0.95770957]), array([45.        ,  3.71184579,  0.93914571])]","[7.701414319277577, 11.81813807401589, 10.141968565057633, 9.497287082555447, 12.524347512672367, 11.368950928663102, 8.55459697627002, 13.601535259062947, 5.06895637307347, 13.334456572365047, 12.891285552158749, 14.795004997406924, 9.955899566564636, 13.487958913118055, 12.694999327272052, 10.92284465265261, 13.135014518922205, 11.613880616267176]"
chb22_26,"[array([47.        , 11.04643527,  0.90153504]), array([47.        ,  6.69529404,  0.92657777]), array([29.        ,  4.61501787,  0.98678749]), array([47.        ,  2.89135804,  0.9848335 ]), array([69.        , 11.28097615,  0.95221706]), array([23.        , 13.48990851,  0.93795015]), array([47.        ,  0.79388695,  1.00607432]), array([23.        ,  7.00323849,  0.95841005]), array([19.        ,  2.69683474,  0.95526269]), array([27.        , 12.67024089,  0.99356429]), array([29.        ,  6.80544773,  1.03620573]), array([21.        ,  9.45228104,  0.96234161]), array([53.        , 51.61344947,  0.9020556 ]), array([37.        ,  4.94044082,  1.00828769]), array([61.        ,  1.92741452,  1.03237429]), array([51.        ,  2.07334644,  0.97904651]), array([47.        ,  2.63826051,  0.9342381 ]), array([27.        , 11.88332108,  0.90365494])]","[4.0213000924623135, 7.608538227000966, 12.342612211234627, 9.405902459978883, 9.922748131686483, 9.371735741337488, 11.693142124787679, 11.918590641283991, 8.839826121487086, 10.874405793728478, 9.25845430325085, 13.508328641148825, 0.0, 3.952218583544529, 8.010823077281499, 6.8433417705784265, 13.517972647092677, 14.385543793372179]"
chb11_14,"[array([35.        ,  2.54759101,  0.93256863]), array([47.        ,  0.27996345,  1.12724329]), array([33.        ,  0.7240071 ,  1.23124885]), array([31.        , 74.10736736,  1.36516079]), array([35.        ,  8.31641768,  1.03818969]), array([63.        ,  6.10768092,  1.16069605]), array([81.        ,  1.18633754,  0.81740525]), array([71.        ,  1.44711268,  0.98423768]), array([41.        , 13.02686749,  0.94146344]), array([93.        , 27.35134067,  1.10024157]), array([93.        ,  0.55198571,  1.14474522]), array([95.        ,  5.9462509 ,  1.03957452]), array([55.        , 50.35816294,  0.95860225]), array([61.        ,  7.63239526,  1.11863338]), array([37.        ,  3.17642815,  1.01093198]), array([15.        , 90.99754682,  1.73455796]), array([95.        ,  5.15414816,  1.10301244]), array([69.        ,  2.73001246,  1.07154454])]","[1.248201562146134, 1.5259209922060584, 1.592727294279899, 0.0, 2.3511403569327194, 0.17382826323790676, 0.6678213220605734, 0.929947419091277, 14.523977924141256, 0.0, 1.1503106966127339, 1.1018824194093506, 11.18194107561024, 1.4263073271782791, 1.3665337969688263, 0.0, 1.6769549878574173, 0.8196526787846726]"
chb19_13,"[array([27.        , 16.11943377,  1.01144703]), array([81.        ,  1.22311346,  1.0389406 ]), array([27.        ,  6.63189909,  1.00444211]), array([47.        ,  5.61576807,  0.86488569]), array([13.        ,  3.17630461,  0.94906666]), array([23.        , 38.97371934,  0.96859428]), array([65.        ,  7.07538052,  1.01935341]), array([37.        ,  3.4634527 ,  0.92496803]), array([21.        ,  1.15405411,  0.96637261]), array([61.        , 15.9282617 ,  0.99972159]), array([73.        ,  2.42905257,  0.96267567]), array([47.        ,  1.62919735,  0.93604641]), array([47.        ,  8.45013547,  1.03389346]), array([19.        ,  7.10204418,  0.95272035]), array([17.        ,  9.70836083,  0.83954346]), array([61.        ,  4.89596447,  0.97090763]), array([25.        , 15.87406279,  0.94102069]), array([31.        , 20.30735284,  0.87390113])]","[5.9403925942423115, 6.563248340426182, 8.29987338872552, 6.8390536261930865, 9.192761498403033, 3.3227116443021982, 9.415817026443165, 15.689499908867566, 12.550958762592872, 7.396462404806934, 13.542274462319643, 14.54327329177648, 6.710618888602008, 15.475508097525644, 9.660740020590257, 8.286542373906059, 12.633601562785252, 12.078968742393702]"
chb01_29,"[array([19.        , 14.11684351,  0.84270797]), array([69.        , 13.84901764,  0.92659543]), array([57.        ,  4.25321574,  1.03939973]), array([27.        , 13.89331795,  0.86316048]), array([73.        ,  0.07685588,  0.94980315]), array([69.        ,  8.70156083,  0.99692752]), array([91.        ,  8.5746073 ,  0.93780915]), array([61.        ,  1.2896427 ,  0.94578658]), array([27.        ,  1.63848078,  0.80265306]), array([29.        ,  5.31610856,  0.98332783]), array([83.        , 78.2       ,  0.93833342]), array([31.        , 11.28692753,  0.87633133]), array([19.        ,  3.10057573,  0.95841246]), array([19.        , 14.21844261,  0.97058365]), array([29.        ,  8.79857387,  0.94217922]), array([59.        , 16.60144357,  0.93588032]), array([57.        , 23.05750575,  0.96295768]), array([21.        ,  1.39621147,  0.82431822])]","[10.223199712358086, 10.823834453022062, 11.13662435542227, 10.460987258530166, 9.80648222014954, 11.597723957832136, 11.39552723080169, 10.48114591412002, 10.494484422850896, 15.686863355744638, 0.0, 10.397204730403494, 8.026992018057618, 13.277517576354967, 14.372487107174333, 8.93837629523619, 9.551811175413757, 11.923970540385632]"
chb08_18,"[array([19.        , 82.19887276,  1.55356435]), array([29.        ,  6.46611226,  0.94041123]), array([43.        ,  0.9478583 ,  0.91206576]), array([97.        ,  6.34557136,  0.95494964]), array([33.        ,  5.65471618,  1.0458916 ]), array([37.        ,  3.38005283,  1.0417422 ]), array([33.        ,  4.84577982,  0.91145514]), array([65.        ,  7.37298636,  0.92326592]), array([57.        ,  0.8806077 ,  0.92507837]), array([27.        ,  3.79123734,  0.91778165]), array([85.        , 38.13270199,  0.89952607]), array([45.        ,  1.23379852,  1.04626623]), array([35.        ,  3.27633514,  1.02119967]), array([23.        ,  7.58589246,  0.92307765]), array([33.        ,  5.15720551,  0.97021948]), array([19.        ,  6.78364058,  0.9344619 ]), array([33.        ,  0.09376431,  1.10503204]), array([15.        , 10.75093542,  0.88783645])]","[0.0, 13.863664615932098, 14.865060323516152, 9.237152101897774, 8.232483599879378, 7.861483406034436, 17.04393694578578, 9.413268088371336, 13.871582536994179, 9.920126280646361, 0.0, 7.622700620301124, 9.4505382746305, 15.145000230869897, 14.65224715017661, 15.020545454814481, 4.572849130777606, 16.461193988883018]"
chb23_16,"[array([73.        , 62.15188181,  0.96134598]), array([99.        , 19.43652214,  0.96507171]), array([65.        , 10.30327559,  0.93519159]), array([41.        ,  9.02603328,  1.01974227]), array([47.        ,  1.6209559 ,  0.94554857]), array([71.        , 91.32034302,  1.07973754]), array([31.        , 85.63183259,  1.20825559]), array([67.        ,  7.30296223,  1.04493954]), array([45.        , 38.07938673,  0.96552795]), array([25.        ,  0.53851211,  1.02326415]), array([45.        , 49.4391039 ,  1.08589537]), array([27.       , 67.0698693,  1.0463552]), array([57.        , 10.72697578,  0.93500706]), array([63.        , 11.2058158 ,  0.91876742]), array([83.        ,  3.989022  ,  0.98296304]), array([25.        ,  3.52630404,  0.81913055]), array([23.        ,  1.21750678,  1.10334677]), array([53.        , 26.15846644,  1.02315286])]","[0.2812583138355555, 5.747270567724492, 7.682821308464457, 11.802160716382385, 12.409263492202296, 0.0, 0.0, 9.676566123376647, 1.5117689992807326, 10.935795744922617, 0.0, 0.0, 8.31971812976067, 12.679949116092537, 7.61574422451901, 6.641975677492955, 7.673840660843716, 3.680140862710271]"
chb20_06,"[array([21.        ,  7.43515745,  0.81621934]), array([65.        ,  0.15667666,  0.96868115]), array([71.        ,  0.268811  ,  1.03128103]), array([19.        , 14.9565308 ,  0.80825111]), array([33.        , 12.12995213,  0.83784986]), array([49.        ,  8.52280296,  0.94489833]), array([25.        ,  3.5606746 ,  0.90245537]), array([49.        ,  8.26371265,  0.90918741]), array([39.        , 11.64005278,  0.85779564]), array([23.        , 14.98769665,  0.95982341]), array([75.        , 18.21590028,  1.01460037]), array([21.        ,  4.55165578,  0.86887177]), array([37.        ,  9.69117845,  0.82664005]), array([61.        ,  1.52788023,  1.00322268]), array([43.        ,  1.97357635,  0.81102464]), array([23.        ,  1.1594525 ,  0.95372664]), array([23.        , 10.46447439,  0.86972375]), array([37.        ,  7.24013161,  1.00690535])]","[15.220777920633072, 10.596423315552828, 9.991210974786481, 7.82653987187948, 13.35105239509462, 11.334294243361846, 13.83583772462824, 13.644920019862576, 10.448541523509364, 11.490640864761865, 8.81022710735271, 13.232137840672982, 4.202089347817707, 11.241158569290935, 6.054758996391037, 13.539521665821884, 10.106222827757437, 10.786391898637975]"
chb20_01,"[array([33.        ,  0.18188052,  0.96214062]), array([25.        ,  7.80802349,  0.94783346]), array([37.       ,  6.8894395,  0.9221995]), array([55.        ,  6.99221283,  0.96157383]), array([23.        , 17.1219521 ,  0.86243199]), array([67.        ,  7.28370954,  0.9621886 ]), array([43.        ,  6.95165295,  0.91791637]), array([23.        ,  3.83884037,  0.83874901]), array([21.        , 18.74371609,  0.82798465]), array([17.        ,  7.80914512,  0.89765357]), array([29.        ,  7.2698761 ,  0.90457663]), array([75.        , 23.43362858,  0.97066665]), array([45.        , 15.656589  ,  0.93830889]), array([19.        ,  4.35298254,  0.94514496]), array([27.        , 16.18090802,  0.82242521]), array([27.        ,  8.71055078,  0.92341561]), array([21.        ,  6.96123995,  0.9099062 ]), array([47.        ,  6.27429261,  0.93926852])]","[13.697187416986058, 14.366390453908002, 14.238495834702295, 11.373514212478517, 14.138558803049397, 10.737337292121666, 10.57010853352458, 16.22485515805152, 10.873264175176864, 13.702927438367867, 6.500861859592778, 8.512709729989469, 10.965459532656956, 13.976707311247601, 12.375944975966522, 15.229596901291089, 14.430822284044012, 12.607959684595047]"
chb18_27,"[array([23.        , 15.44314837,  0.94858832]), array([13.        ,  8.86066405,  0.91341997]), array([19.        ,  3.23159007,  0.98691441]), array([45.        ,  1.68540551,  1.03229825]), array([29.        , 16.96173781,  0.91347989]), array([21.        , 11.88494582,  0.83100435]), array([11.        ,  4.93342436,  0.82767807]), array([37.        ,  4.5342393 ,  0.88475401]), array([15.        ,  2.94931486,  0.88034252]), array([53.        ,  8.00341299,  0.94542962]), array([65.        , 12.93236493,  0.97528089]), array([21.        ,  8.90253774,  1.00830132]), array([53.       , 18.6406544,  0.9497154]), array([19.        , 18.96622781,  0.8803484 ]), array([67.        ,  6.06581744,  0.81409114]), array([25.        ,  7.13757147,  0.93668195]), array([51.        , 13.36177774,  0.95107108]), array([33.        ,  8.48614331,  0.9374282 ])]","[14.944303324539865, 15.422792346408588, 12.39735075280933, 10.40739889425343, 14.683539333192781, 10.600611195955803, 18.19860154476129, 5.414555831263387, 10.199828438142983, 9.757926072441748, 7.474165535023076, 11.928068192706299, 12.956548194047278, 17.176699629259666, 2.047586968056891, 4.5708859204584895, 9.052525271924164, 16.0763522240061]"
chb13_13,"[array([49.        , 17.11915705,  1.01153456]), array([47.        , 11.54006673,  1.04736444]), array([27.        ,  5.76979655,  0.97285283]), array([19.        ,  8.76478302,  0.92873024]), array([21.        ,  7.16926423,  0.94381963]), array([15.        ,  1.75844608,  0.85383075]), array([55.        , 14.95981702,  0.96744377]), array([27.        , 18.69972594,  0.89643021]), array([87.        ,  0.49586589,  0.96329614]), array([39.        ,  3.7389231 ,  0.91643843]), array([33.        ,  0.16894059,  0.80079671]), array([33.        , 19.79239157,  0.8864388 ]), array([47.        , 21.94653005,  0.9063997 ]), array([37.        ,  3.10859902,  0.99351781]), array([17.        ,  2.8790635 ,  0.95513836]), array([27.        ,  1.40006793,  0.9262585 ]), array([17.        ,  0.74719705,  0.98765941]), array([19.        ,  1.02599207,  0.85985929])]","[7.114350970620706, 7.529262436453057, 12.934207507672603, 10.964365588601074, 17.012716181918385, 9.041486915128248, 9.622376078934526, 8.203113179670966, 13.022796557471054, 5.728213826414688, 4.203968354340184, 15.10451091458837, 14.904778544799207, 11.801222216654564, 11.858272420542505, 15.369197769983764, 11.145107888366837, 6.031817381549988]"
chb09_15,"[array([61.        , 19.22431703,  0.92886983]), array([15.        ,  4.31185173,  0.89481076]), array([19.        ,  7.09952687,  0.91650178]), array([15.        ,  5.93032315,  0.93492438]), array([27.        ,  8.21258936,  0.94510497]), array([21.        ,  4.87362454,  0.8817932 ]), array([25.        ,  8.03272723,  0.99653871]), array([33.        , 17.88739341,  0.93408008]), array([55.        , 13.64887515,  0.99995199]), array([41.        ,  4.4714219 ,  0.93458772]), array([43.        , 15.59283753,  0.87337711]), array([17.        ,  5.17257813,  0.86655426]), array([17.        ,  8.31829984,  0.9816728 ]), array([49.        , 20.4454934 ,  0.92308001]), array([29.        ,  8.10770208,  0.9897907 ]), array([19.        ,  4.29300736,  0.89277357]), array([31.        ,  2.73846763,  0.90518523]), array([17.        ,  7.20167128,  0.91019493])]","[0.9364610375522928, 14.712299844424773, 12.573593232451373, 10.10808875858226, 14.882965859629671, 16.39661393812823, 10.299713165120234, 12.024925265331694, 9.722801591787555, 14.920361680387229, 7.748311431857115, 15.329207833384846, 13.282194045011426, 12.777913403642705, 12.025396782950013, 10.898878935631938, 15.69040362373309, 14.927718763556932]"
chb01_27,"[array([17.        ,  8.02202738,  0.82157634]), array([17.        ,  5.57092811,  0.88698908]), array([7.        , 4.97628372, 1.0633331 ]), array([63.        ,  8.5244535 ,  1.01384384]), array([97.      , 69.9408  ,  0.912162]), array([21.        , 16.77599611,  0.89181858]), array([15.        ,  4.07844472,  0.93803791]), array([13.        ,  9.00006276,  0.8892679 ]), array([21.        ,  7.31735146,  0.90256088]), array([19.        , 21.78680253,  0.88962813]), array([17.        , 11.64263466,  1.02510552]), array([15.        ,  6.48468343,  0.98589234]), array([27.        , 18.985352  ,  0.88896087]), array([27.        , 18.45712991,  1.02153051]), array([55.        ,  0.50094417,  0.9710277 ]), array([19.        ,  0.22926509,  0.99969366]), array([27.        ,  4.30114017,  0.9177082 ]), array([27.        ,  9.18945817,  0.98304538])]","[18.253193457469695, 17.315483478798523, 8.262701931385111, 9.299432094643311, 0.0, 10.394332294072981, 8.441740303208741, 9.785362080343932, 15.506750952245532, 16.638340557691333, 9.720172520744262, 7.777750346573905, 14.480709618336505, 9.208833878694755, 12.657996817470352, 10.803390168317952, 10.432558126312488, 10.688788217963323]"
chb05_12,"[array([23.        , 24.52057518,  0.93995763]), array([49.        ,  9.81326439,  0.94358687]), array([13.        , 27.64754363,  1.01336648]), array([25.        , 28.50157174,  0.89241451]), array([43.        , 28.47385902,  0.95198749]), array([33.        , 19.72912248,  0.93441429]), array([23.        ,  1.62998665,  0.97621658]), array([21.        , 15.44487587,  0.93163133]), array([17.        ,  5.63748634,  0.89790161]), array([83.        , 56.91471692,  0.95178568]), array([37.        ,  4.0148435 ,  1.00959319]), array([29.        ,  1.01805782,  1.10820528]), array([73.      , 86.87648 ,  1.012256]), array([59.        ,  0.11538227,  1.03295302]), array([71.        ,  6.98965296,  0.97975274]), array([27.        ,  0.79323482,  0.98934033]), array([99.        ,  8.77792334,  1.00954521]), array([17.        ,  0.43662567,  0.98537074])]","[12.863766727598385, 9.962943312241096, 4.322379511949684, 11.038638936017922, 12.106183726536043, 14.871363528635442, 7.020132218625585, 15.083050352264129, 5.818521434803497, 0.0, 5.463056608343088, 5.45678170985944, 0.0, 4.99101149657769, 3.0885799238631124, 5.051968481964265, 5.960963657042434, 6.521478415372716]"
chb18_15,"[array([25.        , 13.66438441,  0.88015953]), array([29.        , 14.6881138 ,  0.90903312]), array([41.        ,  1.62782618,  1.01523855]), array([57.        ,  2.58212209,  1.02699673]), array([31.        , 22.88655386,  0.89461382]), array([37.        ,  2.78293445,  0.99211857]), array([19.        ,  1.63300645,  1.1396772 ]), array([27.        , 73.78875166,  1.247264  ]), array([17.        ,  7.10945002,  0.85873572]), array([83.        , 16.26021237,  1.01812306]), array([53.        ,  3.66917555,  0.92159859]), array([41.        , 15.01802456,  1.05440002]), array([51.        ,  4.44465457,  0.94780933]), array([41.        , 10.70034573,  0.97716241]), array([45.        ,  1.1330586 ,  0.91683766]), array([29.        ,  0.59738571,  1.09347752]), array([85.        , 10.71011913,  1.03118267]), array([21.        ,  8.9473581 ,  0.93335449])]","[13.11442372796466, 11.716281615912356, 10.59012899918306, 10.979908302606612, 8.505507092827768, 4.7564429407103574, 5.2638967629631805, 0.0, 15.271090638145699, 8.462866317200856, 3.065995247787454, 9.282608969372614, 9.968379235226704, 9.419905800800866, 4.237944524270558, 10.896510555550329, 6.478790524133915, 14.279829736460792]"
chb04_26,"[array([47.        , 12.95710621,  0.98654705]), array([15.        , 19.74018942,  0.87836082]), array([15.        , 23.28169812,  0.96098031]), array([77.        ,  0.10893809,  0.91029586]), array([31.        , 16.87921032,  0.96722968]), array([39.        ,  1.87821545,  0.98325627]), array([29.        , 14.2531275 ,  1.01069039]), array([15.        ,  4.50979203,  0.95206631]), array([61.        ,  0.54523105,  0.88372934]), array([19.        ,  6.91846454,  0.97987448]), array([21.        , 22.1388579 ,  0.94085353]), array([31.        ,  1.71127555,  1.01517035]), array([25.        ,  4.62607876,  0.98170421]), array([29.        , 17.38024479,  0.98180196]), array([35.        ,  4.64453375,  0.98379559]), array([21.        ,  6.24589325,  0.92964724]), array([99.        , 10.82052075,  0.96452665]), array([53.        , 12.85899717,  0.92982766])]","[12.58352492810153, 15.26037477534381, 6.951293149131898, 3.452660380680908, 10.534972346483002, 12.847082721381057, 9.447134073847897, 13.091538319659342, 4.941368550409555, 7.307287815981832, 12.951513542433391, 11.78164835167038, 7.0578093137770495, 12.253636703162698, 14.524530605425547, 8.975847006819839, 9.337137994080075, 12.910280347212005]"
chb15_05,"[array([21.        ,  7.4833518 ,  1.00673675]), array([19.        , 12.73981341,  0.83906317]), array([ 7.        , 58.60169811,  0.89627586]), array([21.        ,  3.56550086,  0.90628537]), array([49.        , 15.77835802,  0.98996511]), array([23.        , 12.95011278,  0.91099354]), array([25.        ,  0.05258587,  0.9568347 ]), array([25.        ,  5.92827433,  0.94561776]), array([29.        ,  5.93864263,  0.91560399]), array([25.        ,  0.76084759,  0.90744547]), array([25.        ,  0.60019775,  0.88098285]), array([37.        ,  1.85103627,  0.93820738]), array([73.        ,  0.42840569,  0.95308231]), array([35.        ,  9.92083713,  0.89239385]), array([31.        , 23.57495288,  0.9515381 ]), array([23.        ,  1.18058743,  0.90952771]), array([33.        ,  4.52603541,  0.92681843]), array([55.        ,  2.88834869,  0.95111087])]","[9.687748076437572, 19.580506607778393, 0.7761485782365176, 15.610363446569833, 10.914822690599667, 15.130568457511583, 13.359204556483128, 14.52538835444858, 8.531936810619426, 15.618469617697032, 16.36822635277514, 14.734723843607886, 12.951438084741262, 9.309104184029346, 11.304438529457745, 15.023298624641185, 15.92142480508537, 12.984126568761871]"
chb13_14,"[array([29.        ,  7.94665429,  0.83920963]), array([75.        , 11.36592332,  0.97956841]), array([31.        , 11.29585529,  0.91545445]), array([21.        , 19.73282444,  0.9545945 ]), array([21.        ,  3.45256867,  0.93922001]), array([21.        ,  6.2078972 ,  1.03050586]), array([79.        ,  3.30366603,  0.97732435]), array([27.        ,  1.43999142,  0.89049994]), array([13.        , 14.85410358,  0.85380143]), array([27.        ,  0.97551627,  1.00444723]), array([21.        , 14.88815477,  1.0272966 ]), array([29.        ,  1.90727334,  0.89014495]), array([23.        ,  5.99846176,  1.0110855 ]), array([35.        , 28.91566829,  0.88650249]), array([19.        , 19.28205297,  0.96959   ]), array([45.        , 12.04049054,  1.01171007]), array([63.        , 15.96516894,  0.98835212]), array([35.        , 29.92601509,  0.92893127])]","[5.242409714900004, 5.646191940436398, 6.037412371350173, 13.263112406007524, 15.086850792345686, 8.185633884582293, 6.669628478272954, 11.138429646598173, 10.562882472028107, 13.2494667414872, 9.527928969927382, 13.790811205405603, 6.00747721484157, 13.627935404593092, 14.19319018816768, 10.09588338299964, 6.843668733720293, 13.371711601491722]"
